Index,User_ID,Content,IP
11,hhhhsssshhgfs,这个访谈太棒了，ai绝对在学习上有不可替代的效率提高性，这个上过学的人都能体会到,福建
12,LinaXu2020,关注前沿教育十来年，这样的学校早就了解了一些，也知道有些已经关闭。这个访谈我觉得校长没有给出更多见地，反而是Johnathon的提问比较有启发性，怎么学在AI时代是最容易改进的课题，学什么是更面向未来的讨论，我的关注慢慢更倾向于学习的体验，或者说大一点，人生的体验,新西兰
13,Entropy0212,毕老师的提问实在太精彩了，每一次都能将话题引导到更真实的层面 ，amazing。  以下是我个人的一些思考，不完整，涵盖的内容也不多。只是对于我个人比较有启发的部分。如果可以的话，非常希望能得到大家的批评与建议。  教育应该具有普适性，至少在某种程度上，应该帮助孩子们建立自信。教育的一个重要目标是让孩子们不会在未来的生活中轻易产生“这个我学不明白，所以我不能做”的想法。而这种想法，可能会使孩子们放弃其他适合自己领域的探索。  在更高阶段的学习中，智商可能是决定性因素，但随着时间的推移，也可能出现对某个领域的无法深入的情况。这时，我们更需要培养孩子在面对困境时，勇于换领域的决心，因为这并不意味着他们的能力不足。因此，在个人成长的过程中，重要的是依托现有的知识体系来建立自信。当遇到困难时，应该清楚地认识到，问题并非出在能力上，可能是因为投入的时间不够。而如果第一视角无法发现问题所在，可以通过反思或者老师的帮助来获得。  而对于后续能走到哪儿和可能发生的失败的问题，对于当前阶段是不可知的状态。或许可以将未来视为下一个“细胞周期”。,辽宁
14,马戈夫mgfubs,当下掌握资源取得成就的自闭症、自大狂和复仇者们，如何面对这一群充满活力、动机健康且同样有创造力的小登们呢？对于科学而言，小登们有机会重新做一个蛋糕。但是权力是一个经典的零和博弈，你多一点我就少一点，面对这样的人性阴暗面的问题，小登们会如何解决呢？我认为这个学校目前的成就，做到了教育所本应该的样子，但是解决不了最根本性的问题，教育本身就是带有zz目的的。,云南
15,Bili_5963943,ai什么时候可以推翻人类暴政呢？,广东
16,毛志伟标准,这个访谈的含金量很高，建议各位花些时间分段看完。值得的。,广东
17,不起名字不行吗_行,学到很多，好像之前看起来轻飘飘的教育理想有了落地的可能，并且并不是脱离现有教育体系的，而是扎根在用两个小时学习必需要学的内容上。我支持人天生有学习热情的这种观点，国内现有的教育体系压制了学习热情，并将其异化为竞争，因为第一名只有一个，这意味着尊重、看见的名额需要去争取，如果本身就能在尊重的基础上，孩子们就不用为争取这些而异化自己，而是去探索自己的爱好、价值和意义。相信这样教育带给人的痛苦会少很多，整个人生也会因此受益。,河南
18,碎花布艺,听过之后，其实跟AI的关系也没有那么大，只是多了一个更精准知道你学习进度学习习惯的老师，类似于“因材施教”。大多数的学习理念其实早已被提及，发掘内源性动力，主动学习。有几点观察和思考。在这里，大部分家庭该承担的育人责任，被稀释，多数交给了学校，比如说沟通能力，协作能力，这也是当今社会共同缺乏的一部分。然后，对于激励部分，我仍旧持保留态度，就像小时候的小红花一样，我努力学习不因为获取知识开心，而因为小红花或者“金钱”，当学习和这些东西挂钩之后，学习的目的再不可能单纯，除非自己觉醒。对于内源性动力，我更觉得学习像一种不断“反刍”或者说倒退的模式，在努力成为大人和努力达成自己目标的途中，会发现自己的不足，于是乎自己主动求学，思维先领先身体，当我意识到我已经改变，我并不能通过现有的能力追求我所渴求的事物，于是乎主动求索。,吉林
19,心理学逦逦,用钱来激励孩子学习，这是内在动力的激发吗？这点真的值得商榷,湖南
20,吱吱吱吱爱学习,一段很精彩的访谈，Up主很会提问，总结下来就是，基础知识只要肯花时间就能学会，对于大学以下的教育者而言，10%的精力用于让知识变得有趣，90%的精力用于激发internal motivation 。,山西
21,inkhikol,我自己有很深的体会，ai boost insightful thoughts.,浙江
22,HamburgerMonster,很有趣，国内是否有这种研究ai教育的专业机构？,上海
23,simplecolour,我现在就让 AI 教我学习英语呢。哇，真的进步神速，不到半年，口语和老外聊得飞起。,上海
24,mmuuttee,很多人以为老师只教书[笑哭],重庆
25,WhoseDestiny,乔纳森的很多问题都很尖锐，而这位女校长总是能够从容应对。她的回答实在太滴水不漏了，这反而让人产生了一些质疑：她培养的学生会不会成为齐泽克所说的新自由主义个体（他们以为自己很自由，但这种自鸡模式恰恰是一种最大的不自由）。 当然，整体而言，女校长的业务能力确实很强。,江苏
26,芃睿,不要怀疑，我们大学生已经离不开ai了,内蒙古
27,平十原,传授知识或许只是现代教育的一个附加项目，它真正的作用只是规训筛选,天津
28,ZERO_HOURS,如果我有选择，我可以做选择，我会加入到这一教育体系。AI和视频中的老师让我感受到一种善意平等的适配，为了学生个人的成长，他们将拥有的全部知识，无私得和你进行“灵魂”上的交流，且不会让你有任何负累（就是说有谁不愿意被水温柔的裹住，慢慢长大呢[星星眼]）,四川
29,sEcondB,这个alpha学校描述的场景宛如科幻片,上海
30,PlusA,AI可能不赚钱，但是用AI卖课可太赚钱了[笑哭],美国
31,夕沉烟默,看完了，受益颇丰。这种AI私校还是太吃资源了，的确很难扩大规模。但他提供的教育思路还是值得参考的，去关注到每一个具体的学生，去帮助他们建立健康的人格。,广东
32,中年阿姨姨姨姨,我是一个中学老师，估计所有老师都如我一样在渴望学校教育能变成访谈中这样的学校。我们国家有没有这样的先行者？国家应该推动这样的实验，然后推广。不过，这确实是精英教育了。,天津
33,KatoHiroshi,未来就是，孔子说的“因材施教”的时代,广东
34,score01,我觉得我身边孩子们面临的最大问题并不是缺少AI工具，即使他们有高效的工具，他们也会被要求把高考前所有的时间经历投入到应试。从考试制度再衍生为社会文化，目标不是及格而是“尽可能高分”。孩子都被榨干净了，但每个声音都像是在告诉孩子和家长“还不够努力”，只有我觉得这景观很奇怪吗？,广东
35,分区不感兴趣,现在有能代替一对一辅导的吗？ 初三,北京
36,想去pku的渣渣,严肃学习,北京
37,学了吗您呐,但是这里面的动机奖励机制，感觉还是剥夺了原本就该学生的娱乐玩耍权力，非得达到一定目标后才给，就跟绩效考核一样，原本你的钱不发给你，用一系列制度影响你的行为，再作为激励，很多人不也看清了这个套路不跟它玩儿了么……,日本
38,有才华的毒液,当骑马的才能成为议员的时候，读书已经没有意义了，因为连马斯克这种带着一群搞理论搞研发的，也只是为精英逃离地球的工具,上海
39,半生du,推广，要有一个长时间的阵痛期，确实很理想(但是我的狗屁生活快要我命了，骗一下自己:要么活着适应，要么灭绝进化),广西
40,弃天帝大爷,我个人觉得淘汰老师这个行业势在必得，老师教育水平参差不齐，随着时间推移自我学习逐步退化，老生常谈那一套教育方法，而且ai不同精准定位每一个学生，不断强化自身，又可以全国通用,湖北
41,storminheaven,哈哈，真正的变革是学校还应不应该存在，因为你学任何东西都会在未来可预期的十几年内被ai取代,北京
42,nnnssa,不错的，本世纪有望看见真正的新的教育诞生。 AI教育提供的比很多老师想得还要多。现在大学课堂上教师开堂第一句话就是ai能提供知识，我在想我作为老师能提供啥。结果实际上，ai不仅提供知识，还提供引导、反馈、一对一个性化，什么都提供。希望最后教师的作用不会只剩下形成一个学术圈,北京
43,aMagzing,这一集非常棒，真的是很好的理念。大家一定要看完。,江苏
44,未知工程师,最早的一集[doge],湖北
45,Tonylu0773,恭喜美国成功地走向另一个极端。,广西
46,TwmgrQuest,"论为什么学生更专注？ 因为让ai上课比较新奇,学生更愿意看[笑哭]",山东
47,小美女甜甜,子非LLM，安知LLM之思？？[呲牙][吃瓜][doge],河北
48,智能左右,没什么意义的原因在于，除非你不需要验证。你怎么判断AI给到你的内容是符合你认知，是正确的？--- 请注意，我并不是在评论视频里学校的角度。而是放在一个更广泛的视角，没有先验知识你怎么确定AI是对的？或者换个角度，认知权威变成AI了。不是人类？你能接受吗？ 社会怎么接受？教育本来就不是单纯为了教育！赞扬视频中学校的思路，使用AI的方法。也支持自己尝试。但如果扩大到更广泛的教育视角，没什么意义，人类是否让渡权威给AI，这才是问题！,吉林
49,Vee_val,对于大人更受益，可以真正的自己培养自己，保持对自己的内驱力和好奇,四川
50,狼王只杀队友,很简单，用AI是真的可以人人都有一个属于你自己的顶级名师[doge_金箍],四川
