Index,User_ID,Content,IP
40,Dreamer追寻,打卡1,江西
41,甘赶敢干,组合式创新，高效益低误差，技术性创新，高效益高误差，所以本着先生存再发展逻辑，先用组合式创新积蓄力量站稳脚跟，然后再投入到技术性创新,贵州
42,南风清清,关注了,福建
43,dissolve溶解,我看了27个了，这门课好有意思哇！！！,福建
44,波鲁克22,感恩的心,河南
45,波鲁克22,感恩的心,河南
46,梭罗不在湖边,学起来学起来 饭点必看,浙江
47,一只可爱的霸王龙,[给心心][给心心][给心心],福建
48,MM10101,1，数据挖掘 在大型数据集中发现模式的工具，探索驱动。（VS回归分析，假设驱动）  2，数据挖掘，是涵盖了多种技术的总称。 a. 聚类分析（如客户细分应用）； b. 关联规则挖掘（用于发现共同点）； 以上都为在数据中找出模式（以帮助人做出预测并行动）  3，预测分析技术应用—比如个性化推荐,广东
49,MM10101,数据基础设施  1，企业究竟是如何考虑各种不同类型的数据库？ 两种类型。一是事务性数据库，与日常运营相关；一是分析数据库。 2，建立数据库，需要什么基础设施？ 硬件加软件，价格昂贵。10-20年前开始使用，但面临现在信息数据爆炸式增长，相应出现了Hadoop，成本下降并普适。 3，数据湖，大量硬盘存储数据。（然后用Hadoop工具在数据湖中提取数据，计算，转换，再放回去。方便查询） 4，数据集市，小部分客户或内部用户可以去获取数据的地方。 5，SQL语言，数据仓库和数据库（DBMS）使用的语言。 6，数据平台～数据库～摄取工具～导入工具～转换工具～查询和可视化引擎 7，除成本外，企业建立这些数据基础设施前需要考虑什么？ 想要达到的目的是什么。,广东
50,MM10101,1，大数据分析 VS 传统数据分析，不同之处？  传统：非常结构化，假设驱动（可能始于管理问题，假设来自统计学家或数据科学家） 大数据：探索性和迭代性  2，由此，企业需要哪些类型的技能和工具？  三类技能： a. 管理数据（组织数据，以便分析） b. 理解数据（i-使用工具从数据中提取信息，涉及传统统计学家，机器学习及数据挖掘专家；ii-可视化数据） c. 对数据采取行动（i-管理者-管理决策；ii-管理者需具基本数据科学知识，合理质疑和挑战数据真实性以防被误导；其次是垂直领域专业知识）  两类工具： a. 数据管理工具（收集和组织数据） b. 数据分析工具（分析数据，提取有意义的管理行动性洞察）,广东
